customer_id,tenure,monthly_spend,usage_frequency,support_tickets,plan_type,churn_label
e41a46e9bbc5d95c25edd1ae05544f75f63bb10bfed99b625c580b5a5899746c,1,36.9,4,0,basic,0
629d501fd36e963a1f43947c21bedf5b514881dbe611878823c189c6cab4b225,34,67.5,30,0,pro,0
38065f45bd5ce7ce3a1bca095578e9f1244543cad3e8aef2496f640c939b575e,32,37.75,30,0,basic,0
af1643f679647e131c993aacab43f6753af4b77066df600bf0985249655ed4b5,31,35.2,4,0,basic,1
2e707f667faaca8a68403f67008437e78e386e4802e1b97a1c3b8053f6fae51d,34,30.1,4,1,basic,1
313ea24a67892a929a0e67d8a21a2ad9854342c64d9db9b06af6985f48e33169,3,33.5,4,0,basic,1
99f8b2d6a230fa6608513f193bd38c7c296ccea71d0e40ebcd31caa07dafc700,28,64.95,4,0,pro,0
38eec4e25762ab777670a0727c438ee20fe5f65e76d263ac434464fe0c969169,24,27.55,4,0,basic,1
023c5fb6c0e2d5ae204768181dd8691b725cbc4dedcca8a8be2a3ad40e2bcb94,34,58.15,4,0,pro,0
185e899b2c4722a2801a1206dd54119b8290cf79f121875a368ae3130f9217ba,5,64.95,4,0,pro,0
5e1daa15d74d1a1ab365f8be60e6bc0de2fe03a00ba5b7e6674937b8e2b415cd,27,117.65,30,0,enterprise,0
7257ff78ef52c204b0421df0f816e1783217e3edbb8a54062c9549a0142dc393,35,49.65,4,0,pro,0
b30eb93283fda90263178ec6dba83999dbd399b50502f09637ddd384c11d177b,16,50.5,4,0,pro,0
915a7dd75af130a8d306d2e18c2f18bd9a42363ad3f23ac249c7f3ad7e2ef9da,1,76.85,30,0,pro,1
c135c8c8c07e8d85e98d6e6cefe1f116c8b873123ca75b46af04ea9172299c26,4,27.55,4,1,basic,1
c112feea27b12fae5a3ce8e92d88c9db201af4e2fe0265cfda61161b373d3fa1,25,48.8,4,0,pro,0
1c50f3d5c274312ebf26f9c274aaa77c1a6e526bb4673aa05a89defb4cc647b4,5,45.4,4,0,basic,0
af25255b17e8e4b4fa4c0d1e08a18b0993ec953bdb07e27af9cdc3137c54af81,5,80.25,30,0,pro,0
187f6d0648b2a2da8ca28be510442c1faa02e8e2c36ef27a7897196c6c8e0d92,16,33.5,4,0,basic,1
83909d639d611063d60f82a65843bb1d7ff47c8508e73568ea47e457ca993727,30,46.25,30,0,basic,0
0fe2580733babf49cc9f96ce8ee7838bd539b412d7d22bf7911e30744f426255,12,66.65,30,0,pro,0
ef74ab378dd203606fb2f1bac4ccf2d21d1bb7800309b23d1853d569aa230435,26,34.35,0,0,basic,1
6d4b291c71f01f25adc40347aff4cb72b5e1aa089cce0c6b8671a22c1452cc9d,24,73.45,30,0,pro,0
edc5ede722505ad970a985bad3d7b3c52bbec22dd002ea01e94da118c536f327,11,70.9,4,0,pro,0
028a0a3dd30babce03caaee26ed53adb9ccf685b4e16be976a8ab3ff3f6579b7,27,33.5,4,0,basic,0
1c6ce95bd60863765f7e1940ff1179d4ba5eab8c462c43d8e12db15ab2ac3396,21,54.75,4,0,pro,0
c75564c94b3e274cc8ee82617bd7b81c74e012a176c8d1499543e6d5de255c91,6,55.6,4,0,pro,0
e9fc98bfd3ab919b202a5aef8ca1887faa1ae7884b758c46fd803a94c1920b2c,5,41.15,30,0,basic,1
e73a62626e55e459ea6f45f060889edb95952d3eb7102271a174dc7021605385,8,108.3,30,0,enterprise,0
df7f581217c25ccc1f000d189c83b05ecf273347b2cbee2e172d9a0bca9132fc,3,46.25,30,0,basic,1
f5ca64a71b3226f3065c03c8eff392375141a16bbde6cec9c28aba89f9d14bdf,24,61.55,4,0,pro,0
5a1fa49d0c717481e9dc47263c31e30a5a5b4555afa77d056e6ccc681f017cfd,10,32.65,4,1,basic,1
d743d466b0f79d6531d6455ca46bea079ec8a8f249042820b248a97e9b1fc1dc,13,36.05,0,1,basic,0
2b830f36b3e3330463bc805cb824988a3337b21524d1b016aa4e19de9e3d62a4,14,33.5,0,1,basic,1
c38b24d9836155d1c52b9e197ba956732dafefc13efe91b3a079d6009cb80f7b,22,35.2,0,1,basic,1
583222c56f7d173a6c3881fd66e9454a5f055f2c146838482c168e4f4a0614ab,31,69.2,4,0,pro,0
8eb0a2ccd5148358f4e74b5038d4f4fca12c6a24673d3d31fd66c7f7b27d123f,21,27.55,0,1,basic,0
d1a4b94089f21be2985566d06804c4ddcbe3e1b76095f11bfb3146a76d519a1c,29,48.8,30,0,pro,0
60ff607f21b97495bd357196a83a3e06d4dc6d7d3e346252e2c2a57e68275f0c,3,47.1,4,0,pro,0
e2c7177940d035996262616e8e17fe780ac9a5ae57a47bb534e0c1b67003cc76,27,46.25,30,0,basic,0
2826f0ff1878fb1a3d2f7c4c8019b388a03428dffd2cef7f2cd9bce5d3598239,6,32.65,4,0,basic,1
3d068ade9112f42a3ca40d94a07eef1566fb2b2c68b8ef330e475f123b4683f6,3,47.1,30,0,pro,0
d72902630b1934496ff2bef360cbbfbb8b62b7b464bc0b12cd2035401f9e61a2,30,36.05,0,1,basic,1
3e4f42a56149bf15637e0140e7b167c123f5ad90bdc226f9eec7bea46105ddf9,23,74.3,30,0,pro,0
338e936e15263a93cb33130f4bb773de29664c7a5eef8944cd5564800fa28ff9,13,25.85,0,0,basic,1
22505fad2a2d71995da191be0016fd1daf179f1654ea8ee6ed312f36f2dbd1fa,20,101.5,30,0,enterprise,0
a0cec1e4435e8a154c62a07c60e7974fcb686f6919e8f7d67c2b1aebb6635eb9,11,90.45,30,0,pro,0
370aedf1e7608306143d4cfe9619922b64447953d7db9c21c433d28e1c7db28e,36,42.85,4,0,basic,0
6142aa4a5595c85d4f688faa05e0e35fc20d5be77dd07c138814647683934ea4,19,36.05,4,1,basic,1
0f13e10bf08b8b1f1ae1217e52d24ff160cec146222ecc3dd6a44c04b52b2086,3,26.7,4,1,basic,1
55e48a70e9214011e6e80b0bd362d32110a9d0eb53c5a76c15c49a2e0ca358e1,26,68.35,30,0,pro,1
ddd89f3c0bb56501bdbfe1b2915cf3cc0760493956d1e849fa85aa925491feb4,27,53.05,30,0,pro,0
0b630a09ae9c25f6c083155f18ba525a652ce860ac39dec45d6965255e228c84,9,28.4,4,1,basic,1
1aee1f46a22af3f75619699303988792efffd4b53421cfa1b02b28e07a9bdfce,14,121.9,30,0,enterprise,0
30a6f41994414b6ff490aec816cfd4d9b0f7d179c84963ea78961f14800ea9a4,10,72.6,30,0,pro,0
b72401fed522a0f0e9ca491e08a5dce72c1d8964b1a8208203bab4de522577ba,27,41.15,30,0,basic,0
f75f1f4b214d64778d1ed50fd197b0c1e504a56f0e0bd433efdc2cf0743045a4,21,31.8,4,0,basic,1
b92562c4f5591771b697efa1b30e4c23947f5f8501f61c6c0132e28ce6f92ff6,19,31.8,4,1,basic,1
3d8ac6d8a5758abc56ab6e5a0fd2a0c3663ffa9b791dbcbddc471afafc456ae8,28,95.55,30,1,enterprise,0
fb7d761cb8d161de3deb4da9660316cce87cba846ef2ceea7c3bdd745cb1ed9f,9,39.45,4,0,basic,0
2fb929c8a3c687b64f80dd39a0ea9091c1602962e0a6cdf1bac1619917555cdd,19,55.6,4,0,pro,0
55ed7441769c065da0895c49b4cf8105c1b052b74ce45dd0fcb057b3fae5eec0,17,65.8,30,0,pro,1
7d50b20a9bbbafebf89eba383fa1aaca2470c0c24628d7c88b898bed15c14e63,32,33.5,0,1,basic,1
eded9bbb0f3c34864809c0008b2624adb254d86b278f93e65d77693b7cdbde93,35,36.9,0,0,basic,1
4c7ef5b23ad15d75efef0110557087e591b6b4998d3172156c2e46f3fb280637,7,109.15,30,0,enterprise,0
98d63faa750d5995d144657612f916f4d63fb70e09bbc3e10d7d7be61d973e85,22,27.55,4,0,basic,1
f34b51be6226b527e07d26ffe02cce3d60d9f51c44b7432f0f65ce3907f6bd60,12,66.65,4,0,pro,1
b5d1754eb8fb596cb5b1eda3870db078573d32f3a332bcb0a96ab58eb24f3fd6,33,55.6,30,0,pro,0
8e240dd073b16042555515c779113c42bf80ae522501279cda869fef6fc433fa,28,26.7,0,1,basic,0
b12e7c8216dcde83fb591c88d5b1a24edc2fa4d406aadfe8e66d22f4b9a6bae6,36,59.85,30,0,pro,0
18fd0fcc09818956767c965c948de081cdddd3593e21bf33e92392d7d350f442,8,59.0,30,0,pro,0
b1d689247d572b0405b68a1a03fa313763cc08aea38585bc48924804a7b6f11d,6,75.15,4,0,pro,0
9c409a1a16d799dc42312eae8197d60cce2c95a33a0b79ef6ef0f92d55726199,13,35.2,4,0,basic,1
c45d0449af32a8c33363da8022f205b0bb2e0942d63d8a59dd34f9c8a9470851,19,79.4,30,0,pro,0
94eaa7a22d3a598881b367bc52aa49f5814428a88aee02c04b78f80e9aa3adf3,15,69.2,30,0,pro,0
48c1e538d677490dee71f4dab5626944405e3ce37887e28aba9c88b70b9cb8df,23,47.1,4,0,pro,0
c0e117dc376efb28b3f901ef2aec039dcb540859db1538850f141c70ae932ade,9,72.6,4,0,pro,0
c636770386b6f267bdc064c791ee6ee6cc939f0674685d60a707e239f6fc7fa4,27,110.0,30,0,enterprise,0
47cab6b030ffe5c95873782b4129f7ba93391a88370ae4b1c479a304544c092c,29,59.0,30,0,pro,1
ea193aecb4c29788d2465c307eee55b19acfd72217415b7d05f409c860ff6cbc,10,46.25,30,0,basic,0
fcdd252f05616682e6afa17ec8b96a6659a95104a3ab525a0fe9faec1788ddb1,36,97.25,30,1,enterprise,0
d7b1a9e7f74789b5106a1cdde01cb90f31a9af96230967668f96ac395a009996,8,72.6,4,0,pro,0
7d65315262b5f1eb835d19023331debaba1683f5c08c5bb1f9b825b565f75553,11,36.9,0,0,basic,1
fbb9c1caee9ceffc29cc9992012c4029a81e2db346b04eecc5778f8eee8428cf,4,121.05,30,0,enterprise,0
ebc4ccf23d1d17a0b3a325fc194e54e597a40c5c5cd2577c437ce2d3b17dda37,29,32.65,0,0,basic,1
fef99e46e3dc6218f107ee471d1ec487b92e1dfda165cdcfb2ef5a7149a10c61,24,56.45,30,0,pro,0
8e3c8e5fef189796371aad00a46445972d1406dcc03aded2d4954630752a05ee,3,25.85,0,0,basic,1
5566f8710300cbf0e5fc0ed919cf8b9dd5fa0cae003495c9e805bb3718ea7946,35,28.4,0,0,basic,1
b8a00f42590c989258adf2e2308b367023edcc60e2910c67a7460d0cac50dacd,35,28.4,0,0,basic,1
49dd84b3d19097ffa8ab3cf6b35ad9f2a00e79627b8a37832200e6cec23d74c7,2,66.65,30,0,pro,1
945ed85465d7a3582b69161f06db74296b8a01c35f3fd975964d843466ac9185,3,30.95,4,1,basic,1
c1885d54f4aedf7278a76207153e17080a2b6e604b972bec35752710a2726fac,22,57.3,30,0,pro,0
e527dbc90ececfcd71b8e56b1d0396809771ee2c7ae413fc8cbc38b6efd95f09,10,43.7,30,0,basic,0
1fa1b04bdda2e2f2fdba430df9cf14380daa3b536c7e2e1079fba6aa73108e6f,29,49.65,4,0,pro,0
a96308392cc344226e657731a73589e573e615e9c716b1fa51f7888dfce85688,12,52.2,4,0,pro,0
ed7566e6268ef34ea110a92e5782c4e9a2caad4ae6feef47d0b0785e73a61ac8,3,65.8,4,0,pro,0
305fdf8b58b4b7b4cc7c8108f7277e487ce2499510bd16e31eb18111e204ab93,18,51.35,30,0,pro,0
3ffce37ea148bcf43830482ccbec2a1d2309fe1248920e9900fbb999c426dc56,29,75.15,30,0,pro,0
cec45eb7efaf6690eeb4201d02ad7d80b74f4b1bfbd15257b0e09fa14babc19e,27,88.75,30,1,pro,1
f91e649c06fe3c735131822b8e6b4e9f20bfdaab5c43c2c51ddc6ae6416d3ec6,18,29.25,4,1,basic,1
2043904c1dcaa898087b6f0d4bc271804eed2223f5e1438ea377763d20eb1412,23,72.6,30,1,pro,0
f248cfe007e47529e04088992270778fb1438f16eb8f0c1171cda1dc371dabe9,23,74.3,4,0,pro,1
1e653138001d05e0ba40d8029d63e5537ff4ddeea6bf8a917601cc275c62e7c1,17,30.1,0,0,basic,1
8bbc3e445dca1ddf58d54dfa7fe65d92c2ba14b8457fe076c9491ccbb3578371,17,27.55,0,1,basic,1
30c2f92e43273c81a85dd22f7e60916708e26c83ad986855e213b9f528b98a07,5,48.8,4,0,pro,0
1e310920d61b7c57c2ecf516255fa2947d9d70e91db71387b15b37438a2070ad,12,36.05,0,1,basic,1
056af5edfada4b9b75189370a454bd1d173ed170fcb01dd0d950510759edc00e,25,30.95,0,0,basic,1
37beaa5acc51665a7e3a03b6439555d72ea43c9196e96de19db77879381c29ac,13,53.05,4,0,pro,0
89d97aefdbfc06791f69ca8d39709dbbfaf50f1a28e60e6d2e0e99bf6c884ad4,34,36.05,0,0,basic,1
2ab0662b52399809b220881d8eb9e606b5b46f4944d1dc123e929f4559c510a8,22,36.05,4,0,basic,0
81a65923dca66ae4fd888d05b2a59691cfaefe8397396b4b5231d51b01cbd78b,18,33.5,4,0,basic,1
eae1caa55803a10cfcdf2456a6afce15fd6e0a061470d67e4554a5ff9c8847b1,34,36.9,0,0,basic,1
9a2515e4629c57b06790d3f627e76ef9021de08e476e1b5964cd44826a71c525,19,27.55,0,0,basic,1
cd222df9c7b1d0ea14714ac06054fbf883a447d1813991b0a83f393305aa83c8,21,95.55,30,0,enterprise,0
30e939cd1b53d51ec378dc822e25da1eda3a101c4b1751c91ce700ad4f02de26,13,32.65,0,0,basic,0
0327cef6cb143b92f43bbd5235809c08ee6d693a5ded59dbad7beb35d7cab429,33,33.5,0,1,basic,1
aa49ad6016efb65c8f2ae50600a8b99492f1d6f0fac1918d416ca850ab66bc32,13,33.5,0,0,basic,1
11c5e0d70c37963ee997dac2d3bf38b38e2edd2bd61ecd0c5df35f28e3972af6,32,110.0,30,0,enterprise,0
764946d798b968b1977ee80ec43be70a3f9a693cc650a747410b50e264a3aec9,35,63.25,4,0,pro,0
ec3ab898874f5a1a25e65697fbfbccbfa526098a7a978503849b91f931c4890d,20,28.4,0,0,basic,1
65e0c4afa35785a123fddb94e5dff9747fcde9403b7946bc0e31bc9d518727d7,23,27.55,0,1,basic,1
5c7b762b47924444a52ec4daf32b599a86bcb20c1fa9b0b0afcd183f646c932d,15,75.15,4,0,pro,1
16a6a15d92d40e80b9e79eb3ac1891fd617875beaf63cbba4c6cb9f5f7699cee,32,27.55,0,0,basic,1
cc1e69fa3f43406252ee0dc42ddff4f6c901588a540e918082a97db3d8ff312a,36,73.45,30,0,pro,0
3643658e5a419ce558f39b1d4f40031e9201f3bc7ec5e8898a018c3ad90b2791,26,115.95,30,0,enterprise,0
5f13a4f062b2dd6546bdc0b74c16ff6d71a10c5f23b447e1b239602aed5c54c7,29,46.25,4,0,basic,0
971a963d28460a3c935d1b407c7a3ae40f95247db3c06154238f38ddfbaf1977,5,77.7,30,1,pro,0
ea8e8c7e7de3aed5076b6c26a0b7fe3bb2af01247d7f59fd00e4fda71cb47825,30,29.25,4,0,basic,1
a9a356ef4177122bb0347a3697317133da1f5c75560a3f111b8ed1ec404b5bb6,15,98.95,30,0,enterprise,1
77525376a8654445bd76e1448a24db2af8d73044def47c5e6abf0e67c1733b0c,16,47.1,30,0,pro,0
7ebce215fb3b1854849e0760d43559b44724ffd7d9c019a60b4e1d2807d39c79,23,60.7,30,0,pro,0
9a72a9dfad2e1e917e0af66500334682b90c4cba3bc25fef1e4bcdf298f4039e,10,31.8,0,1,basic,1
44bc47cd4040bb9de2362b278e7e64d37ab5fb173d78da99a31fcdfdb49e46bc,18,55.6,4,0,pro,0
5fe3a80cf4a1ef84afd6aa10ad831faeb53609c2c5d5787cd58e2651cf578431,13,65.8,30,0,pro,0
f50aa485beab173c38a7b557fb5a06edf75bcda51e326878b56d03d5d18bdaad,30,59.0,30,0,pro,0
695ef6850125e6f92cca5a8aeca6c83b071f03286fd44c91115d71ca2d4d449c,22,81.1,30,0,pro,0
92731f4de0f4a55ccd40b55f825a73fdee48196758711020bdd40c04a4a09d4f,14,55.6,4,0,pro,1
6659dc607fc0ce67b26df14c873872840a712f111aff10253a31ec0c9ba3ce35,13,68.35,4,0,pro,0
2f4e9152f77c1549fc246858f56b9ebd4329af5bd8132c4a790fbf9edf12ed0d,5,42.0,30,0,basic,1
d5817a7f312b29c8b02637d5286b0cb5e2ee37d668b53e86f92c27415d0ab8bb,28,64.95,30,0,pro,0
28a57a67b0012a07f404f92c399f379370eb0969e51648f21e340367d88cb948,5,64.95,30,0,pro,0
1726e023c02d79dbfa291c1149e696204f4f3a0795ce7cdfe84d188ee93944ca,6,54.75,30,0,pro,0
3454abd37e136c59e1f4cea5bc34707188de32278836ab5b15bf07f08552123d,13,39.45,4,0,basic,1
a6e38a3757ba9d4e8cfb374468904f7afb690da645cacfcad1de7b06f9e3c8ea,36,70.9,4,0,pro,0
cc3168a26ee29dca8a4a04441e8efb77ac604f54f5e921983ec23dbcecd872fd,9,42.0,30,0,basic,0
cd24b30a286158db02fa385e6fa5bcde82e86479a2ed4b12d1121bd0f2ea2c70,29,30.1,0,1,basic,1
e1fefcbc3ef35a9fd2cc66e4154739b76c66dbb0685dbbc4f52d51e50267ada2,9,36.9,4,1,basic,0
7fb04b85a67699b6c7aa995c9f4c2fc89f8aadc628cf96c1a9a32b1650dd1037,16,47.95,30,0,pro,0
bc0e8ae191f509854eb626091fce070602a97783919c7aa9233898b95223dd6a,13,59.85,30,0,pro,0
1a87048025155396680cedde3c50caf4b572f529a7e66b2c33e47ae150b2c805,32,110.85,30,0,enterprise,0
f5ba151fa8b6912db95b6696e9273804f9877d5ea6d7f38c1f2a3b15cb048df6,19,30.1,0,0,basic,1
969120947495e186fbe056060fb006f68d4f7c6570476891bc9e0d8a0c24d32a,10,33.5,4,0,basic,1
7baef54060d20662860b55856d6f21e8a0e046c85a400c450032c693941ab7d0,14,72.6,30,0,pro,0
9d1550c304e85258d6219fd67388d54c66108ee0bdc03af89536c45fcc1c4506,23,43.7,4,0,basic,0
46dd5fd3ff1f3891f88c94d47845a4d3a8ff758f0a83b747584cf1ab4c91fcb4,35,85.35,30,1,pro,0
ff86150fea69f46f2fd49184b6aa8b3081a79ce27d44b0c8a3855833cdad5273,24,67.5,4,0,pro,0
84ad6304f9e940602356ff0e6fc807bc6e6041e103692156489d8abbb971abb0,9,45.4,30,0,basic,0
579752684d5b8b6074edf3c36c26d371b19b9a030cf91b611d3f624402a01adf,1,58.15,4,0,pro,0
5bfa3431e5021cd7e61d11669cfd4de5c3644164ae4711239753c0d2dbecb266,10,57.3,30,0,pro,0
5190e0c45e78519a0abba48c136c1691b57775bdd7e140b6659f431e5ca8c9db,11,74.3,30,0,pro,0
24c5a526c99af56db0603b0d037f772a278a50090cde35212999fe25b1f61607,28,30.1,0,0,basic,1
27b306879bc017af21692b59810c101bd2c545a8ce5e871a3ce274a91f8cb3b3,10,52.2,4,0,pro,0
06e575496c8fa502aa0bfb9018ac97163350d3a1b42b3214ef48ae4597443e95,12,42.0,30,0,basic,1
cfd6ca976c4182794c80552c685afb279ddf5c07e63c6b70154e19d2c9bd9a3b,12,104.05,30,0,enterprise,0
830ba8826cab1fbafc8d8994e441e9bf4ed2dd89e4668f40510de1b2a71003f4,23,25.85,0,0,basic,1
9959dd2fce8845e5d1f77856fec5a16db7ba3339601721424e34779bb62eabf1,29,32.65,0,1,basic,0
fbfff88ad40e1b465e8d0bd65221278686b16416df1bd13372dd5949ab43bd94,4,115.1,30,0,enterprise,0
f51a532e43d4a8484637f45a919d282144ccad5f847e988e1815b4b415dbce49,28,44.55,30,0,basic,0
ab928bfcb0a8f35a7650ea771568498f64d3d21a7188b67209c223692dd813de,9,30.95,4,1,basic,1
2b4d5ed3c7519517b5e763b3c1369b7218b7682b530b53d7ebeaca12995cb23f,27,53.05,4,0,pro,0
3797a41b56a1acd38957e17c169dcbe041d879d0fd7e3165acd6e28de417194c,36,47.95,30,0,pro,0
b99221e5e20dbb04a7d3cb5bd3ea2e9c6cde174944eb67f7a14a7000b7d872c1,18,36.05,4,1,basic,1
01138d3c8de7808dfc3b55c219d5844c8c352b6e507c4890abad54f106ab7035,6,28.4,0,1,basic,1
9d36bdc76920d98930939a713d59d91893c4283f66102610ba5f60bc7fc47b0a,1,31.8,0,0,basic,1
9d9d255b0f573cefe67194e71c632ef3107ce5ff7efea01de93e95e7213f45e2,31,73.45,4,0,pro,1
06bdea1ab51f2df75054ec31239db48675874781b7c0da1fe034423660bbe4e6,14,113.4,30,0,enterprise,1
1ece3e5646bfd1f9ee256dab3d7f82bb9592d1762743370be6119df9399a6691,2,75.15,30,0,pro,0
c2325b92c4779506c67c06de6cf70caf75f9e9504b8561a07f585db9b639e9a5,2,64.1,4,0,pro,0
e3ab49fc5635717f4d895708296bec2f469f96de121c98439d8e9a4f0232f8e8,28,47.95,4,0,pro,0
07f1420c5ac390d4351cc3158c02591f228cfdf58fad60b56ceb9f3e15de3c27,18,119.35,30,0,enterprise,0
20230c8ada831b10568b10d23babd466a80e6956f0c093132083e27569d9748b,34,70.9,4,0,pro,0
c3861d61d4117fe544e6a4a008138e56e5370371703dbcd28bb93a169e07a66a,33,71.75,30,0,pro,0
7a9787643711f3492b03fac9add84d2aa4a2b1f16ae93f0003f92cd3f4ce4685,17,50.5,4,0,pro,0
d7e0fd9b21cb31b2f7df9c3c7852698975672e110e944e74604dc478e906faff,23,26.7,4,0,basic,0
9a2da43405038ac5dbd75d065b7aa544306a22b23824c03516f76f95fd8ba4ff,7,30.1,0,0,basic,0
1f61f3196a4f95f56aed0e152a356cad7b8fdd62cafffbcd3e205ec2a58bb79d,4,120.2,30,0,enterprise,0
b9afd5f2000e8ff77c610d7187679a029adaa97642e6b6ab326057262438b4c4,25,124.45,30,1,enterprise,0
19effc90f6dc614800794332ece461292edb97fd9e34a124bdecd266a4c2f604,3,44.55,4,0,basic,0
228b710b4d0976fa90e33659fbfff8e3f843d2c45370b2a5912da622f406a14b,8,42.0,4,0,basic,0
0a26d18c136a30f35ba2c743560db0874648af3542a92f62ef92f7f0732d9fec,3,30.95,4,0,basic,1
f22df6f3ccc5129b8ae4d4d750f0bd003ed6456c2e9839d301d27e1dd04efd91,1,69.2,4,0,pro,0
fbe1fc9adaf9ad648906253e26e91ba7cfb24dcbbbf70ab621290bfc6ed167df,23,70.9,4,0,pro,1
e86649156052488f8060f5a75df1f73b05252820643bfd063c6fffb8544d151c,5,48.8,4,0,pro,0
0a627262ff39713213ed0e28bedc0fe0ddbd21448f706df091fb69ddf1d6d58e,31,30.95,0,0,basic,1
8d9dd6c9d0e6a38161f20fdede0c649a6ceca33d485d251a1c5dddbe83d139c0,7,25.85,0,1,basic,1
281d9178fb7f9186b7fa1daac0b06a7f22b00f4e288295a422cb771e42b650bf,34,29.25,0,0,basic,0
bfc38f741459e0ed553655148f075d6477c1143a471c8577ec3a746f4e3f11c5,14,70.9,30,0,pro,0
7c772ac07dfbff55589f3dbaf804f1c59d80d4c48b81bd8a5e22ffb948703f49,26,39.45,30,0,basic,1
21e632e9443fcc429369b9020888745f5c8be84884fa13c1eb104eec89326cb8,36,61.55,30,0,pro,0
fae6bdf4e154cf177631b91613b67346fdeb1195b4c36549e02b833cf3d4d6db,30,36.9,4,1,basic,1
17df443bd3b192f1892edd1baedc3756cbec69772e569cb8d6a4f4a9da0e6734,1,70.9,4,0,pro,1
35d17d833c0b663a6fa5e22f0ec23ce162b808dc7e07fd8a5ee3620e4f9cb51a,18,42.0,4,0,basic,1
4d523064cfc0fe551a43567aefdaf1a12f295d6631da8dee5544ef17e080c72c,11,32.65,0,0,basic,1
af191ee876d7004d12aa36a6298d7c926eb40e5a1f5bbf3994015375d3b64048,34,36.05,0,0,basic,1
6f628b319fc9601a53fbb94dd14112f573c3693f8ff6726cac0795f6c78f4d4f,23,46.25,30,0,basic,0
acdf1c9bf7aa29e21d8a9294a3da0ea211219c130b09fcdb535c4590a963c28e,30,50.5,30,0,pro,1
9927e203117cf0fcc4196eae01270f9e5ac3a9540cef378b95a3e721cea0861f,8,49.65,4,0,pro,1
b3bdd41de1cee9e051c53005eb7f3aaa6acf878d5f1a755fa1c604f5615e69f8,12,70.05,4,0,pro,0
508b93d0016fa5506939f3bd6b58a0990cd5329cbf33eeff67863a5ab33114d8,28,76.85,30,0,pro,0
33df95774f56e2756c599ec205115cd3b5dfb35904aa786aee3ee72158bec99c,29,29.25,0,0,basic,1
3b544debc6366425532d7c465aca4d064465a8bd62a26cca310bef61fbf63459,24,69.2,30,0,pro,0
17af113089dd7eb83e49da126a53ca5894dd828cc621d2917ca556f8199450f0,23,39.45,4,0,basic,0
e60a32353ee218c414c1a61b99c6c262c4d28c46889d7aec2d95568a3f0aa9a0,27,56.45,30,0,pro,0
234ae4a06e2a2c501d71f8f5361f5f4dcb4aa83c2f5fd988cfba2a5841f9d7ed,24,59.85,30,0,pro,0
a40c5b43c90797653486a790500970be2800aa23932e1645517ed4f9608f81f6,6,35.2,4,1,basic,1
a30fcc02d4c56cd174b76d4fb8edc09c9b53a8b34766f9382c976f74c5782123,2,83.65,30,0,pro,0
e1a8c8e7a35365672134226e3cd1a2bc5b92b88135ff9a133c6d522a2f84444b,3,51.35,30,0,pro,0
9b40a76447159f15c038f51aad13ac02db103a993e143a67f90e6e3d37b4e08f,12,71.75,4,0,pro,1
a6f37addcb946b532dfbcb7365ad4fa9d705f1181dcef6d1a694616aa81f6f0c,26,62.4,30,0,pro,0
83a8128d1c1b12ae14a87355949e1c4a1442de5b56707068c28567f90b3f070b,16,47.95,30,0,pro,0
87d771c5b94ff8d80dfca27c8eff2cee71e1077886f69f4f0507ff3f04ba2c6a,31,98.95,30,1,enterprise,0
34549612c41e9268762535434a2050dc489921d923cd1dbca59b407f1571a68f,22,64.1,4,0,pro,1
d9b566dca421ec327a172afddbeac225b1d0913c6d7bc0847ef6a3e1d5679f42,26,35.2,0,1,basic,1
bd5fc9b4ebeb1edac834096be57135076f07d8b8d0cfa917545b8e42b8f0ba1c,7,31.8,0,0,basic,1
9d55442d62786b1ffc7f2e89d06cb648134ea18f1edd5070f56038a697b1887e,1,61.55,4,0,pro,1
dfe63b10ccac08df87bb60c85696cbe9a80f7f05741bd82d383667f2c35bf352,18,36.05,0,0,basic,0
2ca93bbb12361f192a47c2e10aa5358f987f9e0d7794627e1e586d671608fdba,28,65.8,30,0,pro,0
45d10cd27c4418f3368a4800196a75a2e645fe2a46dbb470a3367379c926e176,33,30.1,4,1,basic,1
97a79c91547660e3a3417ec2fa79a5a5fd8ab053b8bfe375be25636b37e2cd02,33,44.55,4,0,basic,0
c80a62132d06a5fab83385e25a0f98a64b90f7c1d403785a9c189fe932783a1a,20,74.3,30,0,pro,0
cccb25d1de1d63c000a5f79f1510c9d65d8a88d8f194160070544a87a3720329,28,36.05,0,0,basic,0
b0d0906a9fe80a62f53459b6f9cfba21fd6b9f29f1df8330c7a28bb62eebb9c8,26,40.3,30,0,basic,0
88ffca9d285f97fbef61180708a4a6306e3d1378eda1e6d381e1ebc0b6c677f8,36,31.8,0,1,basic,1
f70eb0db7ee3683e1f9339f754ddd7d80b62cc997f023e7e62803ff9dcd910ea,27,68.35,30,0,pro,0
1f6b182baae2c5b7e56205aea9e1eef99c522d96460c98e1ce0938e8c723d60d,32,72.6,4,0,pro,0
54bbb9319ab20a9926fe3468c629e620b65ffa653cf42d28b21391e4177640d1,20,29.25,0,0,basic,1
31e5f7fc6dadc8dd1cb19963010e7f1194a8941feece4fe3477e5b0fd849c80d,19,75.15,4,0,pro,0
dd4676704d2515e5b895d16fb9adc2ec62def60f24e175229f9cdb3b3a29bcde,7,55.6,30,0,pro,0
0fa97bc6bfd20ae9b4beb83a3f756254130926ce9245ccd7b81bb19e8f66a995,16,36.05,0,1,basic,1
97cabcb38645c49c122713b1b06a4b94465535b902720ae4971a417e53f9f587,1,29.25,4,1,basic,0
